country,year,net,totalNet
Liechtenstein,2001,264468,-14022383
Liechtenstein,1982,734297,-14022383
Liechtenstein,1997,104054,-14022383
Liechtenstein,2005,442468,-14022383
Liechtenstein,2004,216815,-14022383
Liechtenstein,2002,137539,-14022383
Liechtenstein,2006,121077,-14022383
Liechtenstein,2000,380208,-14022383
Liechtenstein,1998,98845,-14022383
Liechtenstein,2008,71478,-14022383
Liechtenstein,1996,141858,-14022383
Liechtenstein,1990,299897,-14022383
Liechtenstein,1993,124845,-14022383
Liechtenstein,1994,86232,-14022383
Liechtenstein,2003,544967,-14022383
Liechtenstein,2007,199170,-14022383
Liechtenstein,1983,63282,-14022383
Liechtenstein,1989,11161,-14022383
Monaco,2007,264319,941387
Monaco,2008,557753,941387
Monaco,2006,119315,941387
Austria,2009,7871776,13801533
Austria,2004,46226742,13801533
Austria,2008,6949094,13801533
Austria,2006,8003253,13801533
Austria,1998,17433736,13801533
Austria,2005,17743081,13801533
Austria,1997,18810672,13801533
Austria,2003,57940744,13801533
Austria,2007,11550522,13801533
Austria,1996,31429517,13801533
Austria,2001,-107064953,13801533
Austria,1999,27735866,13801533
Austria,2000,41623882,13801533
Austria,2002,-185292701,13801533
Austria,1995,2349112,13801533
Austria,1989,18299145,13801533
Austria,1974,24126329,13801533
Austria,1991,43662774,13801533
Austria,1979,2480539,13801533
Austria,1990,3458667,13801533
Austria,1985,87348212,13801533
Austria,1978,27058314,13801533
Austria,1987,77374,13801533
Austria,1992,7690278,13801533
Austria,1981,53258611,13801533
Austria,1977,2608725,13801533
Austria,1994,496076,13801533
Austria,1993,-123971486,13801533
Austria,1986,15801537,13801533
Austria,1980,-154911688,13801533
Austria,1988,400964,13801533
Austria,1976,12981849,13801533
Austria,1982,-58318503,13801533
Austria,1983,17235616,13801533
Austria,2010,8224524,13801533
Austria,2011,5945013,13801533
Austria,2012,9369281,13801533
Austria,2013,7169039,13801533
Finland,2009,64703548,485257922
Finland,2008,39238852,485257922
Finland,2005,50908114,485257922
Finland,2006,25383076,485257922
Finland,1996,20289146,485257922
Finland,2007,19522990,485257922
Finland,1997,28181494,485257922
Finland,2001,17586870,485257922
Finland,2002,35865984,485257922
Finland,2003,19462895,485257922
Finland,2000,23911436,485257922
Finland,2004,23784055,485257922
Finland,1998,10099793,485257922
Finland,1999,17111953,485257922
Finland,1995,20700602,485257922
Finland,1993,15643128,485257922
Finland,1983,-67021408,485257922
Finland,1994,30027227,485257922
Finland,1992,69776266,485257922
Finland,1990,4220992,485257922
Finland,1991,30659992,485257922
Finland,1989,16608550,485257922
Finland,1988,447649,485257922
Finland,1987,1482877,485257922
Finland,2010,20238960,485257922
Finland,2011,34660814,485257922
Finland,2012,7911710,485257922
Finland,2013,13933712,485257922
Finland,1984,-26553629,485257922
Finland,1986,-83529726,485257922
Italy,2009,53936210,1434829557
Italy,2005,69732388,1434829557
Italy,2007,33580751,1434829557
Italy,2008,38676392,1434829557
Italy,2003,15547010,1434829557
Italy,2000,34785553,1434829557
Italy,1999,23505452,1434829557
Italy,2004,65385193,1434829557
Italy,2006,28923679,1434829557
Italy,1998,24433295,1434829557
Italy,2002,31576918,1434829557
Italy,1997,11342151,1434829557
Italy,2001,61884442,1434829557
Italy,1996,26143275,1434829557
Italy,1995,1397467126,1434829557
Italy,1994,-499186454,1434829557
Italy,1991,138712028,1434829557
Italy,1988,116403581,1434829557
Italy,1990,136489843,1434829557
Italy,1992,170049742,1434829557
Italy,1989,112626078,1434829557
Italy,1984,-326161771,1434829557
Italy,1987,282071099,1434829557
Italy,1993,-153045797,1434829557
Italy,1973,166719069,1434829557
Italy,1985,164182162,1434829557
Italy,1986,48874532,1434829557
Italy,1983,-114082082,1434829557
Italy,1976,35601469,1434829557
Italy,2010,40421158,1434829557
Italy,2011,49349085,1434829557
Italy,2012,23960216,1434829557
Italy,2013,23679747,1434829557
Italy,1980,-894504816,1434829557
Italy,1981,-3585196,1434829557
Italy,1982,-663971,1434829557
Spain,2009,238613474,1452984096
Spain,2006,102707597,1452984096
Spain,2005,81547019,1452984096
Spain,2007,118856065,1452984096
Spain,2001,71240556,1452984096
Spain,1998,56295291,1452984096
Spain,2002,76217540,1452984096
Spain,2008,152422527,1452984096
Spain,2004,62843645,1452984096
Spain,2003,134313618,1452984096
Spain,1997,61562728,1452984096
Spain,2000,59684269,1452984096
Spain,1999,79380361,1452984096
Spain,1996,41887270,1452984096
Spain,1995,24737384,1452984096
Spain,1991,134873730,1452984096
Spain,1989,100535177,1452984096
Spain,1993,36693281,1452984096
Spain,1990,33912950,1452984096
Spain,1994,6797785,1452984096
Spain,2010,128037041,1452984096
Spain,2011,100140152,1452984096
Spain,2012,55560499,1452984096
Spain,2013,55835945,1452984096
Spain,1980,-285026867,1452984096
Spain,1981,-199457361,1452984096
Spain,1982,-77227580,1452984096
Belgium,2009,42809116,1960099037
Belgium,1995,45999593,1960099037
Belgium,2005,48285276,1960099037
Belgium,2000,32342289,1960099037
Belgium,2007,33187081,1960099037
Belgium,2003,58875247,1960099037
Belgium,2001,31859079,1960099037
Belgium,1998,25116690,1960099037
Belgium,2002,63495593,1960099037
Belgium,2008,53059381,1960099037
Belgium,1997,35402467,1960099037
Belgium,2006,58458568,1960099037
Belgium,2004,52561101,1960099037
Belgium,1996,25987887,1960099037
Belgium,1999,30505209,1960099037
Belgium,1994,26867841,1960099037
Belgium,1979,30801519,1960099037
Belgium,1990,187058124,1960099037
Belgium,1992,470688315,1960099037
Belgium,1973,39251336,1960099037
Belgium,1985,4191839,1960099037
Belgium,1993,75567601,1960099037
Belgium,1983,46243316,1960099037
Belgium,1981,25440169,1960099037
Belgium,1975,38863307,1960099037
Belgium,1976,36126619,1960099037
Belgium,1989,183930257,1960099037
Belgium,1977,35853879,1960099037
Belgium,1974,43588598,1960099037
Belgium,1978,32189217,1960099037
Belgium,2010,41446751,1960099037
Belgium,2011,47828984,1960099037
Belgium,2012,35767940,1960099037
Belgium,2013,68317348,1960099037
Belgium,1980,-147868500,1960099037
Denmark,2009,6819444,2786105819
Denmark,2008,16290834,2786105819
Denmark,1995,73451287,2786105819
Denmark,1997,79381953,2786105819
Denmark,2003,57028037,2786105819
Denmark,2001,77063923,2786105819
Denmark,1999,75309242,2786105819
Denmark,2007,21329239,2786105819
Denmark,2006,10170167,2786105819
Denmark,1998,15650457,2786105819
Denmark,2005,125145775,2786105819
Denmark,1996,244013860,2786105819
Denmark,2004,25482007,2786105819
Denmark,2002,91324907,2786105819
Denmark,2000,37463179,2786105819
Denmark,1993,67062860,2786105819
Denmark,1994,110637370,2786105819
Denmark,1980,-7702955,2786105819
Denmark,1981,215721283,2786105819
Denmark,1989,133430275,2786105819
Denmark,1975,10392556,2786105819
Denmark,1984,69039945,2786105819
Denmark,1992,40778102,2786105819
Denmark,1986,110720962,2786105819
Denmark,1990,58616306,2786105819
Denmark,1991,80582842,2786105819
Denmark,1983,84368125,2786105819
Denmark,1974,56839286,2786105819
Denmark,1982,122090821,2786105819
Denmark,1976,28849377,2786105819
Denmark,1987,149837777,2786105819
Denmark,1985,154044569,2786105819
Denmark,1988,119577810,2786105819
Denmark,1978,2086036,2786105819
Denmark,1977,112241594,2786105819
Denmark,1979,35943903,2786105819
Denmark,2010,21438651,2786105819
Denmark,2011,33654018,2786105819
Denmark,2012,14988225,2786105819
Denmark,2013,4941770,2786105819
Switzerland,2009,53471939,2843761170
Switzerland,2004,61749696,2843761170
Switzerland,2005,70799346,2843761170
Switzerland,1998,70204297,2843761170
Switzerland,2002,127911465,2843761170
Switzerland,2008,39324550,2843761170
Switzerland,1996,63515858,2843761170
Switzerland,2003,65820570,2843761170
Switzerland,1997,101719058,2843761170
Switzerland,2006,43757262,2843761170
Switzerland,2000,128961864,2843761170
Switzerland,2007,51309531,2843761170
Switzerland,2001,93682742,2843761170
Switzerland,1999,104482040,2843761170
Switzerland,1995,37875588,2843761170
Switzerland,1976,43577287,2843761170
Switzerland,1991,157754122,2843761170
Switzerland,1977,111194695,2843761170
Switzerland,1975,103204755,2843761170
Switzerland,1986,35598036,2843761170
Switzerland,1979,67821487,2843761170
Switzerland,1982,63684924,2843761170
Switzerland,1984,116248354,2843761170
Switzerland,1985,52165585,2843761170
Switzerland,1978,35883359,2843761170
Switzerland,1974,64549529,2843761170
Switzerland,1990,123834846,2843761170
Switzerland,1992,31332667,2843761170
Switzerland,1993,43709522,2843761170
Switzerland,1983,190427090,2843761170
Switzerland,1987,87982342,2843761170
Switzerland,1989,75386666,2843761170
Switzerland,1980,10028652,2843761170
Switzerland,1981,18045799,2843761170
Switzerland,1994,40395940,2843761170
Switzerland,1988,32738889,2843761170
Switzerland,1973,14060941,2843761170
Switzerland,2010,53676771,2843761170
Switzerland,2011,39344798,2843761170
Switzerland,2012,41783411,2843761170
Switzerland,2013,74744897,2843761170
Canada,2009,74116591,3397685234
Canada,1996,240599471,3397685234
Canada,2002,-345356215,3397685234
Canada,2004,172189837,3397685234
Canada,2005,66617166,3397685234
Canada,2000,356912625,3397685234
Canada,2003,154336187,3397685234
Canada,1999,434102951,3397685234
Canada,2008,75809621,3397685234
Canada,1995,140853583,3397685234
Canada,1998,385748294,3397685234
Canada,1997,114731583,3397685234
Canada,2006,60308595,3397685234
Canada,2007,62686742,3397685234
Canada,2001,349119993,3397685234
Canada,1985,146523445,3397685234
Canada,1988,149433255,3397685234
Canada,1990,146349000,3397685234
Canada,1987,331152346,3397685234
Canada,1983,148016945,3397685234
Canada,1980,-392410890,3397685234
Canada,1982,-82237660,3397685234
Canada,1984,538313789,3397685234
Canada,1977,38957778,3397685234
Canada,1986,392105553,3397685234
Canada,1993,45197662,3397685234
Canada,1978,100516271,3397685234
Canada,1973,437928427,3397685234
Canada,1976,116287322,3397685234
Canada,1989,93899695,3397685234
Canada,1992,203523019,3397685234
Canada,1994,83435990,3397685234
Canada,1979,80241209,3397685234
Canada,1981,-1993435063,3397685234
Canada,1974,68502158,3397685234
Canada,1991,79132048,3397685234
Canada,1975,93027681,3397685234
Canada,2010,66543586,3397685234
Canada,2011,49798170,3397685234
Canada,2012,59322273,3397685234
Canada,2013,54784201,3397685234
Norway,2009,237828698,4048812437
Norway,1999,92238378,4048812437
Norway,1996,66497399,4048812437
Norway,2006,324841794,4048812437
Norway,2004,41531404,4048812437
Norway,2005,83655835,4048812437
Norway,2000,127714893,4048812437
Norway,2001,209376138,4048812437
Norway,1998,57457846,4048812437
Norway,1995,73931976,4048812437
Norway,2002,73856084,4048812437
Norway,2003,38448603,4048812437
Norway,2007,116693404,4048812437
Norway,2008,58648457,4048812437
Norway,1997,71998190,4048812437
Norway,1989,51903997,4048812437
Norway,1981,-79811922,4048812437
Norway,1985,85932533,4048812437
Norway,1986,9848663,4048812437
Norway,1979,140327273,4048812437
Norway,1994,126824955,4048812437
Norway,1993,5761527,4048812437
Norway,1977,60133610,4048812437
Norway,1984,101664449,4048812437
Norway,1982,47037386,4048812437
Norway,1987,244641035,4048812437
Norway,1975,64575343,4048812437
Norway,1988,20840875,4048812437
Norway,1990,22442656,4048812437
Norway,1976,10419282,4048812437
Norway,1980,-1987036,4048812437
Norway,1991,58788041,4048812437
Norway,1973,35874848,4048812437
Norway,1978,147255461,4048812437
Norway,1992,-22550541,4048812437
Norway,1974,94887523,4048812437
Norway,2010,323665853,4048812437
Norway,2011,268584661,4048812437
Norway,2012,262015590,4048812437
Norway,2013,295017276,4048812437
Sweden,2009,76554392,6304288721
Sweden,2008,40720968,6304288721
Sweden,1997,126686840,6304288721
Sweden,1998,117646650,6304288721
Sweden,1999,121378837,6304288721
Sweden,2005,89823816,6304288721
Sweden,1995,233739645,6304288721
Sweden,2000,68464897,6304288721
Sweden,2001,95729319,6304288721
Sweden,2006,48832575,6304288721
Sweden,2007,45890520,6304288721
Sweden,2002,48750953,6304288721
Sweden,1996,142391886,6304288721
Sweden,2004,58723484,6304288721
Sweden,2003,109071656,6304288721
Sweden,1994,171450490,6304288721
Sweden,1992,272478628,6304288721
Sweden,1983,136226862,6304288721
Sweden,1993,117438835,6304288721
Sweden,1986,198445181,6304288721
Sweden,1981,127064537,6304288721
Sweden,1977,143468255,6304288721
Sweden,1985,123903610,6304288721
Sweden,1982,147903816,6304288721
Sweden,1989,946284591,6304288721
Sweden,1990,400387605,6304288721
Sweden,1991,173278658,6304288721
Sweden,1984,133481767,6304288721
Sweden,1974,30299330,6304288721
Sweden,1976,151806434,6304288721
Sweden,1978,472112462,6304288721
Sweden,1979,253701905,6304288721
Sweden,1973,168369255,6304288721
Sweden,1987,72374249,6304288721
Sweden,1988,185535976,6304288721
Sweden,1980,-24603423,6304288721
Sweden,1975,201059589,6304288721
Sweden,2010,94790240,6304288721
Sweden,2011,57386226,6304288721
Sweden,2012,42966784,6304288721
Sweden,2013,82270421,6304288721
Netherlands,2009,107803997,8939647189
Netherlands,1998,127981057,8939647189
Netherlands,2003,212985661,8939647189
Netherlands,1997,166669840,8939647189
Netherlands,2001,416890876,8939647189
Netherlands,2002,452558367,8939647189
Netherlands,2004,91745692,8939647189
Netherlands,1996,328972856,8939647189
Netherlands,2000,106331706,8939647189
Netherlands,2007,121033675,8939647189
Netherlands,2006,98616009,8939647189
Netherlands,1995,284400704,8939647189
Netherlands,2005,233003711,8939647189
Netherlands,1999,55292716,8939647189
Netherlands,2008,69615673,8939647189
Netherlands,1994,269718206,8939647189
Netherlands,1992,269752132,8939647189
Netherlands,1981,270695825,8939647189
Netherlands,1993,213700000,8939647189
Netherlands,1984,192857428,8939647189
Netherlands,1990,207980200,8939647189
Netherlands,1977,352515092,8939647189
Netherlands,1991,233871628,8939647189
Netherlands,1989,472821276,8939647189
Netherlands,1979,82256186,8939647189
Netherlands,1980,352628199,8939647189
Netherlands,1985,75285016,8939647189
Netherlands,1986,379878579,8939647189
Netherlands,1983,305883422,8939647189
Netherlands,1976,426349160,8939647189
Netherlands,1987,573020364,8939647189
Netherlands,1988,277081548,8939647189
Netherlands,1982,163308875,8939647189
Netherlands,1975,130708382,8939647189
Netherlands,1974,323468392,8939647189
Netherlands,1978,231844808,8939647189
Netherlands,1973,162750945,8939647189
Netherlands,2010,55471821,8939647189
Netherlands,2011,19530662,8939647189
Netherlands,2012,11311438,8939647189
Netherlands,2013,11055065,8939647189
France,2009,443827383,15218918781
France,1999,195502185,15218918781
France,2001,621418995,15218918781
France,2004,596317633,15218918781
France,1996,310518112,15218918781
France,2006,464260209,15218918781
France,2003,507020648,15218918781
France,2005,275332592,15218918781
France,1998,218643543,15218918781
France,2000,526519855,15218918781
France,2002,534709591,15218918781
France,2008,246959951,15218918781
France,1997,181377579,15218918781
France,1995,184288339,15218918781
France,2007,401771684,15218918781
France,1994,242597753,15218918781
France,1991,75995551,15218918781
France,1990,586988135,15218918781
France,1992,220827059,15218918781
France,1981,156535931,15218918781
France,1982,446543740,15218918781
France,1989,469783071,15218918781
France,1985,212486003,15218918781
France,1993,246959806,15218918781
France,1984,367362828,15218918781
France,1975,192416969,15218918781
France,1978,97437457,15218918781
France,1980,243713422,15218918781
France,1988,274040470,15218918781
France,1977,168900067,15218918781
France,1974,367384662,15218918781
France,1983,164059809,15218918781
France,1973,247189555,15218918781
France,1976,183658423,15218918781
France,1979,25058027,15218918781
France,1987,254311333,15218918781
France,1986,296394154,15218918781
France,2010,479271279,15218918781
France,2011,385580197,15218918781
France,2012,1857862442,15218918781
France,2013,1247092339,15218918781
United Kingdom,2009,979674038,22733195412
United Kingdom,1998,703712023,22733195412
United Kingdom,2007,1019400656,22733195412
United Kingdom,2002,650113998,22733195412
United Kingdom,2001,687651442,22733195412
United Kingdom,2000,725259608,22733195412
United Kingdom,1995,385163028,22733195412
United Kingdom,2006,800914880,22733195412
United Kingdom,2003,838243526,22733195412
United Kingdom,2008,788164298,22733195412
United Kingdom,1996,934520515,22733195412
United Kingdom,1999,847273116,22733195412
United Kingdom,1997,734365792,22733195412
United Kingdom,2004,879595860,22733195412
United Kingdom,2005,822343669,22733195412
United Kingdom,1992,1055458482,22733195412
United Kingdom,1987,829894066,22733195412
United Kingdom,1994,297003626,22733195412
United Kingdom,1977,860011341,22733195412
United Kingdom,1974,1405378815,22733195412
United Kingdom,1978,971709388,22733195412
United Kingdom,1990,270402953,22733195412
United Kingdom,1991,270595943,22733195412
United Kingdom,1993,407941751,22733195412
United Kingdom,1979,5012313,22733195412
United Kingdom,1984,753538727,22733195412
United Kingdom,1973,442579189,22733195412
United Kingdom,1980,168108919,22733195412
United Kingdom,1982,775334730,22733195412
United Kingdom,1985,1255318,22733195412
United Kingdom,1975,222187891,22733195412
United Kingdom,1976,51613566,22733195412
United Kingdom,1988,80251575,22733195412
United Kingdom,1989,269229353,22733195412
United Kingdom,1981,-550943311,22733195412
United Kingdom,1983,571679920,22733195412
United Kingdom,1986,227395004,22733195412
United Kingdom,2010,435982774,22733195412
United Kingdom,2011,238230871,22733195412
United Kingdom,2012,386497679,22733195412
United Kingdom,2013,490448080,22733195412
Germany,2009,1270803240,47218378657
Germany,2008,1168597647,47218378657
Germany,2005,846945037,47218378657
Germany,2003,717917759,47218378657
Germany,2004,757827603,47218378657
Germany,2002,744664103,47218378657
Germany,2007,977541315,47218378657
Germany,1995,3308855279,47218378657
Germany,2001,891724108,47218378657
Germany,2006,664320505,47218378657
Germany,2000,350983095,47218378657
Germany,1999,530422355,47218378657
Germany,1998,323280491,47218378657
Germany,1997,782428714,47218378657
Germany,1996,474378180,47218378657
Germany,1982,853843929,47218378657
Germany,1983,494657126,47218378657
Germany,1985,1590619838,47218378657
Germany,1980,654031054,47218378657
Germany,1990,3382157543,47218378657
Germany,1992,8552232648,47218378657
Germany,1991,323668836,47218378657
Germany,1977,617148856,47218378657
Germany,1986,539033266,47218378657
Germany,1973,562232384,47218378657
Germany,1988,757183394,47218378657
Germany,1981,751727169,47218378657
Germany,1989,3020847013,47218378657
Germany,1975,833859928,47218378657
Germany,1976,639963734,47218378657
Germany,1987,788040730,47218378657
Germany,1979,787807347,47218378657
Germany,1984,950183614,47218378657
Germany,1978,410412482,47218378657
Germany,1974,698168091,47218378657
Germany,1993,450749201,47218378657
Germany,1994,380199578,47218378657
Germany,2010,866568253,47218378657
Germany,2011,1400378605,47218378657
Germany,2012,1519377935,47218378657
Germany,2013,1582596672,47218378657
Japan,2009,2645297987,1.12101E+11
Japan,2004,2545515962,1.12101E+11
Japan,2003,2147321397,1.12101E+11
Japan,2006,2542330417,1.12101E+11
Japan,2005,2566817614,1.12101E+11
Japan,2007,3544215397,1.12101E+11
Japan,1997,10777668538,1.12101E+11
Japan,2000,1310812373,1.12101E+11
Japan,1999,8353255750,1.12101E+11
Japan,2002,2561928262,1.12101E+11
Japan,2008,4531094069,1.12101E+11
Japan,1995,2880751774,1.12101E+11
Japan,1998,4486462107,1.12101E+11
Japan,1996,3905453074,1.12101E+11
Japan,2001,1017504389,1.12101E+11
Japan,1973,938965880,1.12101E+11
Japan,1978,1429326640,1.12101E+11
Japan,1985,2255951382,1.12101E+11
Japan,1988,3320238368,1.12101E+11
Japan,1993,2494054534,1.12101E+11
Japan,1986,1211102769,1.12101E+11
Japan,1979,1014747194,1.12101E+11
Japan,1977,1479116934,1.12101E+11
Japan,1991,4702296751,1.12101E+11
Japan,1981,2488336515,1.12101E+11
Japan,1984,2398904927,1.12101E+11
Japan,1976,762168614,1.12101E+11
Japan,1994,2667081144,1.12101E+11
Japan,1990,2604458951,1.12101E+11
Japan,1982,1471338041,1.12101E+11
Japan,1992,2865776832,1.12101E+11
Japan,1983,1760860027,1.12101E+11
Japan,1989,582793544,1.12101E+11
Japan,1975,1339039677,1.12101E+11
Japan,1980,1561606522,1.12101E+11
Japan,1987,1245051405,1.12101E+11
Japan,1974,2730202327,1.12101E+11
Japan,2010,3428071506,1.12101E+11
Japan,2011,2635586602,1.12101E+11
Japan,2012,4256445621,1.12101E+11
Japan,2013,2641200097,1.12101E+11
United States,1998,2460766389,1.16072E+11
United States,1980,6864224034,1.16072E+11
United States,1989,1065107732,1.16072E+11
United States,2002,4549554512,1.16072E+11
United States,1990,1722305682,1.16072E+11
United States,1993,4501838784,1.16072E+11
United States,1997,3423306503,1.16072E+11
United States,1982,3462490652,1.16072E+11
United States,1992,11399278504,1.16072E+11
United States,1994,8154319014,1.16072E+11
United States,1995,3392574370,1.16072E+11
United States,1984,2515278485,1.16072E+11
United States,1981,8124423748,1.16072E+11
United States,1985,2735617446,1.16072E+11
United States,1986,1334668057,1.16072E+11
United States,1987,1846214071,1.16072E+11
United States,1991,2887003516,1.16072E+11
United States,1983,1091122225,1.16072E+11
United States,1988,1051167154,1.16072E+11
United States,1996,4595800488,1.16072E+11
United States,2001,4136147099,1.16072E+11
United States,2000,6008166308,1.16072E+11
United States,1999,7962084321,1.16072E+11
United States,2009,1695864746,1.16072E+11
United States,2004,1328167876,1.16072E+11
United States,2007,1006928274,1.16072E+11
United States,2008,1715189257,1.16072E+11
United States,2006,1935937419,1.16072E+11
United States,2005,1350566958,1.16072E+11
United States,2003,1258474359,1.16072E+11
United States,1975,944272511,1.16072E+11
United States,1973,1553264205,1.16072E+11
United States,1974,871092243,1.16072E+11
United States,1976,897290248,1.16072E+11
United States,1977,246198361,1.16072E+11
United States,1978,438452911,1.16072E+11
United States,1979,717779582,1.16072E+11
United States,2010,1517053044,1.16072E+11
United States,2011,1158991620,1.16072E+11
United States,2012,1093496899,1.16072E+11
United States,2013,1059333467,1.16072E+11
